	AA2	gene_name	geneID	identity	EGGNOG	annotation	COG	COG1	COG2	ref	type
18	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_26	-19.5	97.78854285714283	31VWV		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
19	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_27	-18.5	99.96622857142856	COG1070	Carbohydrate kinase	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
20	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_28	-17.5	99.9512	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
21	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_29	-16.5	100.0	COG0254	rRNA binding	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
22	8	H35_BL_18_NODE_2_length_379346_cov_115630_116108_3	-42.5	99.25	COG0302	gtp cyclohydrolase	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
23	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_30	-15.5	99.67745714285714	COG0216	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
24	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_31	-14.5	91.94651428571426	COG2890	protein-(glutamine-N5) methyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
25	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_32	-13.5	76.04451428571427	COG0683	leucine binding	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
26	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_33	-12.5	76.68810810810808	COG0559	Belongs to the binding-protein-dependent transport system permease family	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
27	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_34	-11.5	79.39102857142855	COG4177	L-phenylalanine transmembrane transporter activity	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
28	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_35	-10.5	74.41127027027025	COG0411	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
29	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_36	-9.5	77.41214285714284	COG0410	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
30	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_37	-8.5	99.49689189189188	COG0110	maltose O-acetyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
31	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_38	-7.5	99.92735135135138	COG0009	L-threonylcarbamoyladenylate synthase	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
32	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_39	-6.5	99.64	COG0472	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
33	8	H35_BL_18_NODE_2_length_379346_cov_115630_116108_4	-41.5	98.75875	COG0294	Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
34	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_40	-5.5	99.93740540540536	COG0516	GMP reductase activity	F	METABOLISM	   Nucleotide transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
35	38	H35_BL_18_NODE_2_length_379346_cov_115630_116108_41	-4.5	98.38078947368425	COG1949	3'-to-5' exoribonuclease specific for small oligoribonucleotides	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
36	38	H35_BL_18_NODE_2_length_379346_cov_115630_116108_42	-3.5	99.69415789473692	COG0507	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
37	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_43	-2.5	99.96237837837839	COG3513	CRISPR (clustered regularly interspaced short palindromic repeat) is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). In type II CRISPR systems correct processing of pre-crRNA requires a trans-encoded small RNA (tracrRNA), endogenous ribonuclease 3 (rnc) and this protein. The tracrRNA serves as a guide for ribonuclease 3-aided processing of pre-crRNA. Subsequently Cas9 crRNA tracrRNA endonucleolytically cleaves linear or circular dsDNA target complementary to the spacer	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Cas genes
38	39	H35_BL_18_NODE_2_length_379346_cov_115630_116108_44	-1.5	100.0	COG1518	maintenance of DNA repeat elements	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Cas genes
39	39	H35_BL_18_NODE_2_length_379346_cov_115630_116108_45	-0.5	100.0	COG3512	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Cas genes
40	12	H35_BL_18_NODE_2_length_379346_cov_115630_116108_46	0.5	73.3805						H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
41	11	H35_BL_18_NODE_2_length_379346_cov_115630_116108_47	1.5	71.51527272727274	3348R		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
42	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_48	2.5	99.94618918918917	COG0442	prolyl-tRNA aminoacylation	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
43	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_49	3.5	99.44316216216218	COG0629	single-stranded DNA binding	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
44	17	H35_BL_18_NODE_2_length_379346_cov_115630_116108_5	-40.5	62.62305882352943	COG1539	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
45	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_50	4.5	99.47486486486481	COG3590	peptidase	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
46	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_51	5.5	99.85121621621622	COG3247	response to pH	U	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
47	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_52	6.5	100.0	COG0024	Methionine aminopeptidase	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
48	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_53	7.5	99.96056756756757	COG0372	Belongs to the citrate synthase family	C	METABOLISM	   Energy production and conversion	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
49	36	H35_BL_18_NODE_2_length_379346_cov_115630_116108_54	8.5	99.48547222222216	COG2171	N-acyltransferase activity	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
50	36	H35_BL_18_NODE_2_length_379346_cov_115630_116108_55	9.5	99.49383333333328	COG2378	regulation of single-species biofilm formation	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
51	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_56	10.5	99.74234375000002	COG0553	Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
52	34	H35_BL_18_NODE_2_length_379346_cov_115630_116108_57	11.5	96.20341176470589	COG0701	Predicted permease	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
53	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_58	12.5	99.036375	COG1247	-acetyltransferase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
54	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_59	13.5	99.36403124999998	COG3727	T/G mismatch-specific endonuclease activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
55	8	H35_BL_18_NODE_2_length_379346_cov_115630_116108_6	-39.5	99.29	33CMQ	Protein of unknown function (DUF3180)	S	POORLY CHARACTERIZED	     Function unknown	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
56	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_60	14.5	99.14484374999999	COG0673	inositol 2-dehydrogenase activity	T	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
57	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_61	15.5	99.90684374999995	COG0436	Aminotransferase	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
58	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_62	16.5	93.57060000000001	COG0248	Ppx GppA phosphatase	F	METABOLISM	   Nucleotide transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
59	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_63	17.5	99.23346874999999	COG3021	interspecies interaction between organisms	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
60	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_64	18.5	99.6741875	COG0454	-acetyltransferase	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
61	34	H35_BL_18_NODE_2_length_379346_cov_115630_116108_65	19.5	96.71764705882352	COG3613	nucleoside 2-deoxyribosyltransferase	F	METABOLISM	   Nucleotide transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
62	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_66	20.5	98.09531249999998	COG1970	mechanosensitive ion channel activity	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
63	39	H35_BL_18_NODE_2_length_379346_cov_115630_116108_67	21.5	87.45246153846149	COG1022	Amp-dependent synthetase and ligase	I	METABOLISM	   Lipid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
64	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_68	22.5	99.4358125	COG1022	Amp-dependent synthetase and ligase	I	METABOLISM	   Lipid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
65	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_69	23.5	97.94656250000003	COG2249	NAD(P)H dehydrogenase (quinone) activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
66	10	H35_BL_18_NODE_2_length_379346_cov_115630_116108_7	-38.5	99.26430000000002	COG1946	Acyl-CoA thioesterase	I	METABOLISM	   Lipid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
67	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_70	24.5	96.90624999999997	COG1722	exodeoxyribonuclease VII activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
68	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_71	25.5	98.49303124999996	COG1570	exodeoxyribonuclease VII activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
69	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_72	26.5	99.70787500000004	COG1327	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
70	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_73	27.5	99.18843750000003	COG0602	queuosine metabolic process	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
71	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_74	28.5	97.47153125000001	COG1924	4 iron, 4 sulfur cluster binding	I	METABOLISM	   Lipid transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
72	12	H35_BL_18_NODE_2_length_379346_cov_115630_116108_75	29.5	100.0	30HV1		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
73	11	H35_BL_18_NODE_2_length_379346_cov_115630_116108_76	30.5	99.42763636363635	33BGI	Parallel beta-helix repeats	S	POORLY CHARACTERIZED	     Function unknown	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
74	11	H35_BL_18_NODE_2_length_379346_cov_115630_116108_77	31.5	100.0	33BGI	Parallel beta-helix repeats	S	POORLY CHARACTERIZED	     Function unknown	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
75	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_78	32.5	89.22846875	COG3572	ergothioneine biosynthetic process	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
76	36	H35_BL_18_NODE_2_length_379346_cov_115630_116108_79	33.5	50.39652777777772	COG5520	Belongs to the glycosyl hydrolase 30 family	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
77	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_8	-37.5	50.24568571428566	COG0488	(ABC) transporter	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
78	30	H35_BL_18_NODE_2_length_379346_cov_115630_116108_80	34.5	91.01800000000001	COG1472	Belongs to the glycosyl hydrolase 3 family	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
79	17	H35_BL_18_NODE_2_length_379346_cov_115630_116108_81	35.5	86.91970588235297	317D2	Protein of unknown function (DUF3563)	S	POORLY CHARACTERIZED	     Function unknown	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
80	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_9	-36.5	62.445371428571484	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
0	8	H40_BL_30_NODE_3_length_365444_cov_300487_300642_1	35.5	100.0	COG1765	OsmC-like protein	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H40_BL_30_NODE_3_length_365444_cov_300487_300642	Others
